function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
?getClassMemoryPool@SupplyCenterDockUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002CF1E7,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@RepairDockUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002CEDF7,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@RailedTransportDockUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002CE447,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@SpecialAbilityUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002A6517,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@SpawnPointProductionExitUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002D1707,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@SupplyWarehouseDockUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002CF757,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@WorkerAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x002C7BC7,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@TransitionDamageFX@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x00252FF7,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@ActiveBody@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x0020F9B7,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@HighlanderBody@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x00213827,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@ImmortalBody@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x00213A07,69,structural,0,"shape ratio 52%, sizes 113->113",6
?getClassMemoryPool@StructureBody@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,0x00214B97,69,structural,0,"shape ratio 52%, sizes 113->113",6
??0ImageCollection@@QAE@XZ,image.cpp,106,0x005D30DF,67,structural,0,"shape ratio 71%, sizes 106->106",9
?getModuleNameKey@ParkingPlaceBehavior@@UBE?AW4NameKeyType@@XZ,parkingplacebehavior.cpp,104,0x001F8AB0,66,structural,34,"shape ratio 56%, sizes 104->155",6
_$E29,sideslist.cpp,36,0x00C6DD2F,66,structural,0,"shape ratio 24%, sizes 36->36",10
??4?$vector@W4ScienceType@@V?$allocator@W4ScienceType@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,playertemplate.cpp,221,0x00170228,61,structural,0,"shape ratio 81%, sizes 221->221",7
??4?$vector@W4ObjectID@@V?$allocator@W4ObjectID@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,squad.cpp,221,0x00170228,61,structural,0,"shape ratio 81%, sizes 221->221",7
?parseImageCoords@Image@@SAXPAVINI@@PAX1PBX@Z,image.cpp,274,0x005D1E9C,60,structural,0,"shape ratio 62%, sizes 274->274",7
??1Mission@@MAE@XZ,campaignmanager.cpp,378,0x00BF4EB5,57,structural,0,"shape ratio 3%, sizes 378->14",10
?getClassMemoryPool@BoneFXDamage@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,0x00287A50,56,structural,6,"shape ratio 33%, sizes 110->110",6
?getClassMemoryPool@OCLUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,0x004AA990,55,structural,0,"shape ratio 43%, sizes 110->110",6
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIPAVImage@@@_STL@@U?$_Select1st@U?$pair@$$CBIPAVImage@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIPAVImage@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIPAVImage@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIPAVImage@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIPAVImage@@@2@@Z,image.cpp,139,0x009A41E6,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@2@@Z,modulefactory.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@U?$_Select1st@U?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHVMultiplayerColorDefinition@@@2@@Z,multiplayersettings.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@M@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@M@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@M@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBW4NameKeyType@@M@_STL@@U?$_Nonconst_traits@U?$pair@$$CBW4NameKeyType@@M@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBW4NameKeyType@@M@2@@Z,playertemplate.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@2@@Z,playertemplate.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIPAVState@@@_STL@@U?$_Select1st@U?$pair@$$CBIPAVState@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIPAVState@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIPAVState@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIPAVState@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIPAVState@@@2@@Z,statemachine.cpp,139,0x009A41E6,51,structural,0,"shape ratio 92%, sizes 139->139",5
?getClassMemoryPool@GameMessage@@CAPAVMemoryPool@@XZ,messagestream.cpp,110,0x00674B60,49,structural,0,"shape ratio 14%, sizes 110->110",5
?W3DCommandBarTopDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,70,0x0079A2BF,48,structural,0,"shape ratio 20%, sizes 70->70",10
?getClassMemoryPool@Mission@@CAPAVMemoryPool@@XZ,campaignmanager.cpp,113,0x0043E9CA,46,structural,0,"shape ratio 37%, sizes 113->113",5
??0StructureToppleUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,structuretoppleupdate.cpp,190,0x002AB4A0,46,structural,48,"shape ratio 48%, sizes 190->174",7
?NAMEKEY@@YA?AW4NameKeyType@@ABVAsciiString@@@Z,modulefactory.cpp,44,0x000A3AAF,45,structural,0,"shape ratio 46%, sizes 44->44",10
?getClassMemoryPool@Campaign@@CAPAVMemoryPool@@XZ,campaignmanager.cpp,110,0x005BC49A,43,structural,0,"shape ratio 15%, sizes 110->110",5
??1CommandList@@UAE@XZ,messagestream.cpp,79,0x0008AEC0,43,structural,0,"shape ratio 24%, sizes 79->79",5
??1OpenContainModuleData@@UAE@XZ,modulefactory.cpp,98,0x009F280F,43,structural,0,"shape ratio 24%, sizes 98->98",5
??1VideoPlayer@@UAE@XZ,videoplayer.cpp,101,0x009F280C,43,structural,0,"shape ratio 29%, sizes 101->101",5
??1DynamicAudioEventRTS@@MAE@XZ,physicsupdate.cpp,73,0x000FB458,42,structural,0,"shape ratio 30%, sizes 73->73",5
?getClassMemoryPool@BuildListInfo@@CAPAVMemoryPool@@XZ,sideslist.cpp,113,0x00193E97,42,structural,0,"shape ratio 12%, sizes 113->113",5
?getVetUpgradeName@@YA?AVAsciiString@@W4VeterancyLevel@@@Z,upgrade.cpp,170,0x0010AD92,41,structural,0,"shape ratio 34%, sizes 170->170",5
??1W3DShadowManager@@QAE@XZ,w3dshadow.cpp,67,0x00C7151C,41,structural,0,"shape ratio 7%, sizes 67->67",5
?parseDrawGroupNumberDefinition@INI@@SAXPAV1@@Z,inidrawgroupinfo.cpp,50,0x009A15F5,40,structural,0,"shape ratio 34%, sizes 50->50",5
?friend_newModuleData@DeletionUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@LifetimeUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@HijackerUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@ConvertToCarBombCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?parseStringAsNameKeyType@NameKeyGenerator@@SAXPAVINI@@PAX1PBX@Z,namekeygenerator.cpp,30,0x00614F9B,40,structural,0,"shape ratio 19%, sizes 30->30",10
??1FontLibrary@@UAE@XZ,gamefont.cpp,79,0x009F2822,39,structural,0,"shape ratio 20%, sizes 79->79",5
??1CrateCollideModuleData@@UAE@XZ,modulefactory.cpp,114,0x009F2800,39,structural,21,"shape ratio 66%, sizes 114->115",5
??1SpecialPowerModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1UpgradeDieModuleData@@UAE@XZ,modulefactory.cpp,114,0x009F2800,39,structural,21,"shape ratio 66%, sizes 114->115",5
??1SupplyTruckAIUpdateModuleData@@UAE@XZ,modulefactory.cpp,76,0x000D168F,39,structural,0,"shape ratio 47%, sizes 76->76",10
??1MissileLauncherBuildingUpdateModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1SpawnPointProductionExitUpdateModuleData@@UAE@XZ,modulefactory.cpp,114,0x009F2800,39,structural,21,"shape ratio 66%, sizes 114->115",5
??1StickyBombUpdateModuleData@@UAE@XZ,modulefactory.cpp,114,0x009F2800,39,structural,21,"shape ratio 66%, sizes 114->115",5
??1UpgradeModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1AutoHealBehaviorModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1FireWeaponWhenDamagedBehaviorModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1FireWeaponWhenDeadBehaviorModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1FXListDieModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1SpawnBehaviorModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1SpyVisionUpdateModuleData@@UAE@XZ,modulefactory.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
??1NameKeyGenerator@@UAE@XZ,namekeygenerator.cpp,79,0x009F2822,39,structural,0,"shape ratio 20%, sizes 79->79",5
??1ToppleUpdateModuleData@@UAE@XZ,toppleupdate.cpp,114,0x009F2800,39,structural,21,"shape ratio 66%, sizes 114->115",5
?parseAutoChoose@WeaponTemplateSet@@CAXPAVINI@@PAX1PBX@Z,weaponset.cpp,51,0x001EACAF,39,structural,0,"shape ratio 29%, sizes 51->51",15
??1BoneFXUpdate@@MAE@XZ,bonefxupdate.cpp,161,0x0028912C,38,structural,0,"shape ratio 14%, sizes 161->161",5
?friend_newModuleData@AssaultTransportAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,38,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@CaveContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,126,0x0012ABBF,38,structural,0,"shape ratio 52%, sizes 126->126",10
??1CreateCrateDieModuleData@@UAE@XZ,modulefactory.cpp,122,0x009F27F8,38,structural,0,"shape ratio 46%, sizes 122->122",5
?parseFXLocInfo@@YAXPAVINI@@PAXPAUBoneLocInfo@@@Z,bonefxupdate.cpp,77,0x00379F97,37,structural,0,"shape ratio 21%, sizes 77->77",10
?parseAudioSettingsDefinition@INI@@SAXPAV1@@Z,gameaudio.cpp,272,0x009A15F5,37,structural,0,"shape ratio 14%, sizes 272->272",5
?friend_newModuleData@DamageModule@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@RadiusDecalUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@SabotageCommandCenterCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@SabotageFakeBuildingCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@SabotageSuperweaponCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@UpdateModule@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@CollideModule@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@StructureBody@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
?friend_newModuleData@SpecialAbility@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,113,0x0012407F,37,structural,0,"shape ratio 50%, sizes 113->113",10
??1StructureCollapseUpdateModuleData@@UAE@XZ,modulefactory.cpp,115,0x00946B8C,37,structural,0,"shape ratio 39%, sizes 115->115",10
??1PlayerTemplateStore@@UAE@XZ,playertemplate.cpp,82,0x009F281F,37,structural,0,"shape ratio 23%, sizes 82->82",5
??1SidesInfo@@QAE@XZ,sideslist.cpp,74,0x00746FA1,37,structural,0,"shape ratio 37%, sizes 74->74",5
?nameToKey@NameKeyGenerator@@QAE?AW4NameKeyType@@ABVAsciiString@@@Z,damagefx.cpp,36,0x0079CEFF,36,structural,0,"shape ratio 36%, sizes 36->36",5
??0StructureCollapseUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,structurecollapseupdate.cpp,144,0x00376443,36,structural,0,"shape ratio 24%, sizes 144->144",5
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIPAVImage@@@_STL@@U?$_Select1st@U?$pair@$$CBIPAVImage@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIPAVImage@@@_STL@@@2@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIPAVImage@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIPAVImage@@@_STL@@@2@@2@U32@ABU?$pair@$$CBIPAVImage@@@2@@Z,image.cpp,595,0x009A434D,35,structural,0,"shape ratio 50%, sizes 595->595",8
?friend_newModuleData@BridgeBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@DumbProjectileBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@InstantDeathBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@SlowDeathBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@HelicopterSlowDeathBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@NeutronMissileSlowDeathBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@OpenContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@OverchargeBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@HealContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@TransportContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@InternetHackContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@RiderChangeContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@MobNexusContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@OverlordContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@HelixContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@ParachuteContain@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@BunkerBusterBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@AIUpdateInterface@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@PoisonedBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@RebuildHoleBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@SupplyWarehouseCripplingBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@TechBuildingBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@MinefieldBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@BattleBusSlowDeathBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@JetSlowDeathBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@CreateObjectDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@CrushDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@DamDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@EjectPilotDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@RebuildHoleExposeDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@SpecialPowerCompletionDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@UpgradeDie@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@AnimationSteeringUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@AssistedTargetingUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@BaseRegenerateUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@BoneFXUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@SupplyTruckAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@ChinookAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
?friend_newModuleData@DynamicGeometryInfoUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@DynamicShroudClearingRangeUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@FireSpreadUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@FireWeaponUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@FlammableUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@FloatUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@HeightDieUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@HordeUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@JetAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@LaserUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@PointDefenseLaserUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@CleanupHazardUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@AutoFindHealingUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@CommandButtonHuntUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@PilotFindVehicleUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@DemoTrapUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,107,0x006BFEB2,35,structural,0,"shape ratio 52%, sizes 107->107",10
?friend_newModuleData@ParticleUplinkCannonUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,110,0x006BFEAF,35,structural,0,"shape ratio 51%, sizes 110->110",10
